,Room_Type,Hotel_Name,Time_of_Year,Length_of_Stay,Special_Events,Day_of_the_Week,Customer_Ratings,Competitor_Pricing,Historical_Sales_Data,Optimal_Pricing
2274,Family Room,Holiday Inn,Summer,53.0,Conferences,Friday,Medium,506.0,3685.99,1451.5644877038205
2275,Double,Marriott,Spring,52.0,Sports Events,Thursday,Medium,590.68,4168.52,476.4330424632398
2276,Deluxe,Holiday Inn,Summer,64.0,Festivals,Saturday,Medium,250.19,4214.32,1228.2736631177702
2277,Suite,Marriott,Winter,54.0,Festivals,Thursday,High,552.91,4144.38,577.8429469544676
2278,Deluxe,Holiday Inn,Summer,47.0,Festivals,Friday,Medium,221.74,3817.17,1178.7360154418056
2279,Suite,Sheraton,Spring,58.0,Conferences,Wednesday,Medium,424.0,6495.93,1005.7319359188751
2280,Suite,Holiday Inn,Winter,40.0,Conferences,Friday,Medium,477.3,5947.1,741.7009876997721
2281,Single,Sheraton,Summer,27.0,Conferences,Thursday,Medium,519.4,4125.59,896.2856954092476
2282,Suite,Holiday Inn,Spring,64.0,Conferences,Thursday,Medium,472.45,5076.57,1049.9412454368705
2283,Suite,Sheraton,Summer,30.0,Festivals,Wednesday,Low,492.14,6637.41,1076.4507431172442
2284,Deluxe,Marriott,Spring,43.0,Festivals,Wednesday,Medium,708.83,5940.09,1115.4276511878481
2285,Suite,Holiday Inn,Spring,24.0,Festivals,Thursday,Medium,562.51,4287.05,859.3440684258796
2286,Suite,Holiday Inn,Spring,51.0,Conferences,Wednesday,Medium,556.37,6707.07,1175.2401968388635
2287,Suite,Holiday Inn,Summer,63.0,Concerts,Thursday,Medium,554.19,5590.52,917.9025855152436
2288,Suite,Sheraton,Spring,47.0,Festivals,Thursday,Medium,681.64,4640.66,810.0638915280474
2289,Deluxe,Marriott,Summer,37.0,Festivals,Wednesday,Medium,474.74,5723.52,1219.4210209317682
2290,Double,Sheraton,Summer,54.0,Sports Events,Friday,High,322.3,5439.48,721.6329766000749
2291,Suite,Sheraton,Summer,55.0,Conferences,Friday,Low,415.66,4118.81,1325.7539304214945
2292,Deluxe,Holiday Inn,Spring,45.0,Parades,Friday,High,441.75,2289.48,1158.6616158398965
2293,Double,Holiday Inn,Summer,66.0,Conferences,Thursday,Medium,544.5,4665.47,1244.2004834189938
2294,Suite,Marriott,Summer,47.0,Festivals,Friday,Medium,376.45,3433.76,1005.6206193062411
2295,Deluxe,Holiday Inn,Summer,59.0,Conferences,Thursday,Medium,607.39,3640.9,1403.0731263304724
2296,Suite,Holiday Inn,Summer,32.0,Conferences,Wednesday,Low,655.99,5854.95,1284.4374598731824
2297,Suite,Sheraton,Summer,58.0,Festivals,Friday,Medium,725.98,5016.34,1269.7965116348055
2298,Deluxe,Marriott,Spring,53.0,Festivals,Thursday,High,425.87,3369.3,738.7909578142871
2299,Double,Holiday Inn,Winter,49.0,Festivals,Thursday,Medium,562.54,3496.07,409.11421990604026
2300,Double,Sheraton,Spring,26.0,Festivals,Friday,Medium,774.13,4009.41,846.248147566782
2301,Suite,Holiday Inn,Winter,24.0,Conferences,Friday,Medium,725.52,4469.68,722.7958240032752
2302,Suite,Holiday Inn,Summer,43.0,Festivals,Thursday,High,411.24,5209.97,940.1286388330615
2303,Double,Marriott,Spring,41.0,Conferences,Thursday,Medium,380.24,5955.95,849.7578237351591
2304,Double,Marriott,Summer,51.0,Festivals,Thursday,Medium,543.39,6304.8,1054.2480105466923
2305,Suite,Marriott,Spring,65.0,Sports Events,Friday,Medium,570.14,6986.07,960.4539568281429
2306,Deluxe,Holiday Inn,Spring,55.0,Festivals,Wednesday,Low,624.31,4054.08,1162.295223241334
2307,Deluxe,Marriott,Spring,43.0,Sports Events,Friday,High,595.48,3473.66,860.4543407000863
2308,Deluxe,Holiday Inn,Spring,39.0,Festivals,Wednesday,Medium,377.59,5085.98,701.9810877741809
2309,Suite,Marriott,Summer,46.0,Festivals,Friday,Medium,498.99,4474.09,1062.2529753439494
2310,Double,Holiday Inn,Summer,38.0,Sports Events,Tuesday,Medium,546.48,4170.53,494.8897262839238
2311,Suite,Marriott,Spring,43.0,Sports Events,Friday,Low,287.26,4263.41,643.623902637181
2312,Suite,Marriott,Summer,67.0,Sports Events,Wednesday,Medium,446.77,5746.91,742.4370199800269
2313,Double,Holiday Inn,Winter,45.0,Sports Events,Thursday,Low,533.26,5085.08,221.2260897624572
2314,Double,Holiday Inn,Summer,40.0,Festivals,Friday,Medium,421.8,3681.77,605.909370604366
2315,Deluxe,Holiday Inn,Winter,19.0,Conferences,Wednesday,High,473.81,4850.17,674.7593596182096
2316,Double,Sheraton,Summer,45.0,Festivals,Thursday,Medium,676.28,4816.32,920.0511816905323
2317,Double,Holiday Inn,Spring,52.0,Festivals,Thursday,Medium,649.35,6382.87,897.161656659479
2318,Double,Marriott,Summer,41.0,Festivals,Wednesday,Medium,451.69,2356.39,574.8646212763717
2319,Suite,Marriott,Summer,33.0,Festivals,Thursday,Medium,614.31,4145.8,1009.1297507929196
2320,Deluxe,Holiday Inn,Summer,49.0,Festivals,Wednesday,Medium,398.86,7861.51,1246.3156924000589
2321,Double,Holiday Inn,Winter,57.0,Festivals,Thursday,Low,610.91,4420.85,514.0153232240051
2322,Double,Holiday Inn,Spring,35.0,Festivals,Wednesday,Medium,697.98,3019.21,444.7192659799208
2323,Suite,Sheraton,Spring,28.0,Conferences,Friday,Medium,397.01,3218.43,712.9139041643227
2324,Suite,Marriott,Summer,37.0,Conferences,Thursday,Medium,498.94,6627.95,1181.669144484351
2325,Suite,Marriott,Summer,23.0,Sports Events,Thursday,Medium,248.88,5266.47,747.3068668186595
2326,Double,Holiday Inn,Summer,60.0,Conferences,Thursday,Medium,429.09,3858.96,827.5974826277953
2327,Double,Hilton,Summer,34.0,Sports Events,Friday,Medium,648.51,3329.42,826.041192490487
2328,Double,Holiday Inn,Spring,49.0,Festivals,Saturday,Medium,746.95,4990.4,1147.708085894244
2329,Suite,Hilton,Winter,48.0,Sports Events,Friday,Medium,564.08,3379.6,485.073181607074
2330,Deluxe,Marriott,Summer,48.0,Sports Events,Wednesday,Medium,267.23,3234.11,808.805260466466
2331,Deluxe,Holiday Inn,Spring,43.0,Conferences,Wednesday,Low,543.29,4439.36,1040.5628203078873
2332,Deluxe,Marriott,Summer,30.0,Festivals,Friday,Medium,729.21,4766.57,1311.721708719198
2333,Suite,Holiday Inn,Summer,52.0,Festivals,Wednesday,Medium,389.31,4482.17,1062.4765876587414
2334,Suite,Sheraton,Spring,46.0,Festivals,Thursday,Medium,536.66,6935.65,1012.6175675332813
2335,Suite,Holiday Inn,Summer,44.0,Festivals,Wednesday,Medium,602.48,5071.84,905.6684793849813
2336,Double,Marriott,Summer,48.0,Festivals,Thursday,Low,264.37,4557.95,946.0340909798243
2337,Double,Holiday Inn,Spring,51.0,Parades,Thursday,Medium,659.48,4422.1,832.3423683688219
2338,Suite,Marriott,Summer,46.0,Conferences,Thursday,Medium,533.22,3002.0,944.3520524800283
2339,Double,Sheraton,Spring,47.0,Festivals,Thursday,Medium,421.27,7483.45,792.0582623534801
2340,Suite,Sheraton,Spring,41.0,Festivals,Thursday,Low,436.46,4051.37,833.8811376255785
2341,Suite,Marriott,Winter,41.0,Festivals,Thursday,Medium,395.83,6486.69,534.1233270137081
2342,Suite,Sheraton,Spring,43.0,Conferences,Thursday,Medium,379.68,6360.29,915.3106630043023
2343,Suite,Holiday Inn,Summer,40.0,Sports Events,Thursday,High,661.57,5611.22,1134.6134534271014
2344,Suite,Sheraton,Spring,62.0,Conferences,Thursday,Medium,692.52,6050.91,1210.7769353855074
2345,Deluxe,Holiday Inn,Spring,47.0,Festivals,Thursday,Medium,495.01,4477.62,1037.8062084027404
2346,Suite,Sheraton,Spring,23.0,Conferences,Friday,Medium,416.68,5268.11,905.4124400163888
2347,Double,Sheraton,Summer,28.0,Festivals,Wednesday,Low,298.97,4663.39,893.1082123539469
2348,Suite,Marriott,Spring,52.0,Conferences,Wednesday,High,395.51,5227.65,1016.6475994204741
2349,Deluxe,Marriott,Autumn,21.0,Festivals,Friday,Low,508.39,4546.87,1425.1923759513215
2350,Suite,Marriott,Spring,50.0,Festivals,Thursday,Low,650.44,6063.45,1092.2154092829176
2351,Single,Holiday Inn,Summer,45.0,Festivals,Friday,Medium,708.52,6589.25,915.1188841303111
2352,Suite,Holiday Inn,Summer,34.0,Parades,Friday,Medium,298.86,5369.5,1314.556216161754
2353,Suite,Holiday Inn,Winter,60.0,Festivals,Friday,High,583.42,4795.94,786.597146262858
2354,Double,Marriott,Summer,29.0,Festivals,Friday,Medium,366.36,4260.36,900.0518676270797
2355,Suite,Hilton,Summer,56.0,Conferences,Thursday,Medium,450.8,5755.94,1148.1691678114316
2356,Double,Marriott,Summer,51.0,Festivals,Saturday,Medium,723.9,5821.51,1142.4945298201997
2357,Suite,Marriott,Summer,58.0,Sports Events,Thursday,Medium,658.42,6619.24,1203.9618013993058
2358,Suite,Holiday Inn,Summer,43.0,Festivals,Wednesday,Low,671.77,6788.29,1211.9102927462397
2359,Double,Holiday Inn,Summer,55.0,Festivals,Wednesday,Medium,531.13,6953.16,1139.9369802279914
2360,Deluxe,Sheraton,Summer,46.0,Festivals,Thursday,Medium,545.49,7161.24,1244.9094959192876
2361,Single,Holiday Inn,Summer,45.0,Festivals,Tuesday,Medium,385.6,5014.78,493.10812860578557
2362,Double,Holiday Inn,Spring,63.0,Conferences,Thursday,Medium,447.82,5189.36,926.8963206317856
2363,Double,Holiday Inn,Summer,46.0,Festivals,Thursday,Medium,635.71,5503.08,974.1102980279461
2364,Deluxe,Holiday Inn,Spring,30.0,Festivals,Thursday,Medium,356.68,4309.61,905.557109180644
2365,Suite,Holiday Inn,Spring,47.0,Festivals,Friday,Medium,574.47,5456.0,874.6479510182683
2366,Deluxe,Holiday Inn,Summer,50.0,Festivals,Friday,Medium,400.53,3082.94,1043.1290961124885
2367,Deluxe,Holiday Inn,Summer,39.0,Conferences,Thursday,Low,409.89,4356.29,1306.7580837666953
2368,Double,Holiday Inn,Summer,38.0,Festivals,Thursday,Medium,438.92,4944.25,768.9417989655901
2369,Double,Holiday Inn,Spring,40.0,Sports Events,Saturday,Medium,486.41,6410.64,738.748004601299
2370,Double,Holiday Inn,Spring,59.0,Sports Events,Friday,Medium,599.79,6038.95,671.4816703047837
2371,Suite,Holiday Inn,Spring,36.0,Sports Events,Friday,Medium,427.06,4877.58,509.6184885912171
2372,Suite,Marriott,Summer,48.0,Conferences,Wednesday,Medium,573.09,3525.19,1221.2142833464727
2373,Double,Holiday Inn,Summer,48.0,Conferences,Thursday,Medium,617.34,5530.45,1158.1814737256534
2374,Suite,Hyatt,Summer,18.0,Conferences,Friday,Medium,566.22,5017.79,1128.1999805879752
2375,Deluxe,Holiday Inn,Summer,17.0,Festivals,Saturday,Medium,626.92,7601.75,1446.203262005747
2376,Suite,Holiday Inn,Spring,45.0,Festivals,Thursday,Low,523.68,4583.72,797.1156172845353
2377,Double,Marriott,Summer,37.0,Conferences,Friday,Medium,278.26,4406.87,875.9180975468076
2378,Double,Sheraton,Spring,21.0,Conferences,Wednesday,Low,628.15,6173.38,1059.157385466591
2379,Double,Holiday Inn,Summer,41.0,Sports Events,Tuesday,Low,423.46,7147.71,699.6569234423375
2380,Suite,Marriott,Summer,46.0,Conferences,Wednesday,Medium,422.67,3992.99,1104.6051152035307
2381,Deluxe,Marriott,Spring,45.0,Conferences,Friday,Low,263.61,5114.17,994.8767484846994
2382,Deluxe,Holiday Inn,Summer,43.0,Conferences,Thursday,Medium,453.12,3622.11,1340.8228477472906
2383,Double,Holiday Inn,Summer,75.0,Festivals,Thursday,Medium,631.04,4468.93,782.6378481599749
2384,Double,Marriott,Spring,30.0,Sports Events,Wednesday,Medium,550.48,5591.85,319.78195450077226
2385,Double,Holiday Inn,Summer,31.0,Sports Events,Thursday,High,401.08,6168.06,750.6928832895396
2386,Deluxe,Marriott,Summer,47.0,Conferences,Friday,Low,520.0,6286.07,1498.8616438776926
2387,Deluxe,Holiday Inn,Summer,72.0,Festivals,Thursday,Medium,490.21,5209.48,1200.1251243627846
2388,Double,Holiday Inn,Spring,48.0,Sports Events,Thursday,Medium,711.87,3392.83,628.1332451237101
2389,Deluxe,Sheraton,Summer,42.0,Festivals,Thursday,High,648.27,3856.78,1120.7982064570242
2390,Deluxe,Sheraton,Spring,53.0,Festivals,Thursday,Medium,400.32,6212.31,1046.8551460713747
2391,Suite,Holiday Inn,Summer,38.0,Festivals,Thursday,High,377.91,5364.07,983.300179406411
2392,Double,Holiday Inn,Summer,47.0,Festivals,Thursday,Medium,711.83,6404.28,1098.9508504840053
2393,Suite,Holiday Inn,Summer,48.0,Conferences,Friday,Medium,505.97,6302.93,1300.8982489069983
2394,Double,Marriott,Summer,65.0,Conferences,Monday,Low,443.8,7025.85,1002.9900963585867
2395,Suite,Holiday Inn,Summer,30.0,Festivals,Thursday,Medium,428.01,7247.36,1092.6866264761475
2396,Suite,Holiday Inn,Spring,40.0,Festivals,Wednesday,Low,565.03,3344.74,784.2945408197754
2397,Suite,Holiday Inn,Spring,35.0,Sports Events,Thursday,Medium,740.12,5069.18,792.795590724547
2398,Double,Holiday Inn,Summer,51.0,Sports Events,Thursday,Low,369.94,4171.87,606.0574693235088
2399,Double,Holiday Inn,Summer,41.0,Conferences,Friday,Medium,624.71,5980.04,1108.4446830589322
2400,Suite,Marriott,Spring,34.0,Conferences,Thursday,Medium,418.03,5485.22,827.3581701034512
2401,Suite,Marriott,Summer,71.0,Festivals,Tuesday,High,371.86,6991.13,1152.6205248181986
2402,Suite,Sheraton,Spring,51.0,Festivals,Sunday,Medium,144.47,7245.47,977.7618640161418
2403,Deluxe,Sheraton,Spring,65.0,Festivals,Friday,Low,464.82,3637.96,1171.7487652901639
2404,Suite,Holiday Inn,Spring,55.0,Conferences,Thursday,Medium,502.53,4558.27,1032.0841913561042
2405,Suite,Hyatt,Spring,49.0,Festivals,Tuesday,Medium,610.41,6743.68,807.9410653199616
2406,Suite,Holiday Inn,Summer,23.0,Festivals,Wednesday,Medium,478.2,5427.49,907.63219113099
2407,Suite,Marriott,Summer,37.0,Sports Events,Wednesday,Medium,343.94,5420.94,740.3566483084938
2408,Suite,Marriott,Summer,45.0,Festivals,Wednesday,Medium,346.98,7102.75,877.2252817983679
2409,Suite,Holiday Inn,Summer,43.0,Conferences,Thursday,High,533.34,5738.79,1139.5028044928758
2410,Suite,Sheraton,Summer,32.0,Festivals,Thursday,Medium,253.16,3917.62,913.7564272970608
2411,Double,Marriott,Summer,31.0,Conferences,Thursday,Medium,576.34,3952.54,966.9044805641771
2412,Suite,Holiday Inn,Spring,34.0,Festivals,Tuesday,Medium,725.7,4109.67,803.772531376388
2413,Suite,Sheraton,Summer,40.0,Festivals,Thursday,Medium,524.62,5156.53,1069.2137807342287
2414,Deluxe,Marriott,Spring,50.0,Sports Events,Thursday,Medium,349.29,4959.1,900.0716414306033
2415,Deluxe,Sheraton,Winter,45.0,Conferences,Thursday,Medium,455.28,4392.03,851.5415939787439
2416,Double,Holiday Inn,Summer,76.0,Sports Events,Friday,Medium,669.19,6632.3,914.6956343982064
2417,Suite,Sheraton,Summer,29.0,Festivals,Thursday,Medium,642.5,6512.68,1006.7341342218755
2418,Suite,Holiday Inn,Spring,52.0,Festivals,Thursday,Medium,486.39,2673.62,725.7986196673672
2419,Double,Marriott,Spring,45.0,Festivals,Tuesday,Medium,505.56,3532.25,550.9662597663544
2420,Suite,Sheraton,Summer,49.0,Sports Events,Friday,Medium,501.71,4429.17,990.9539825352027
2421,Suite,Holiday Inn,Summer,29.0,Festivals,Friday,Medium,439.66,7274.75,1273.027723321742
2422,Single,Marriott,Summer,11.0,Conferences,Thursday,Medium,499.99,6255.79,759.0458898579343
2423,Suite,Holiday Inn,Spring,47.0,Festivals,Saturday,Medium,252.84,8094.02,958.8870539878686
2424,Double,Marriott,Summer,33.0,Festivals,Friday,Medium,475.58,4291.38,1044.1148439615665
2425,Suite,Holiday Inn,Spring,58.0,Festivals,Wednesday,Medium,238.85,4738.55,636.0925815028319
2426,Double,Marriott,Spring,57.0,Parades,Wednesday,Low,440.55,5925.23,1093.9996760951296
2427,Suite,Holiday Inn,Spring,32.0,Festivals,Saturday,High,640.52,4693.34,784.0146518695753
2428,Suite,Holiday Inn,Summer,45.0,Sports Events,Thursday,Medium,669.5,4671.2,745.1294633858894
2429,Deluxe,Holiday Inn,Spring,60.0,Festivals,Thursday,Medium,525.49,4331.15,1148.2216767270465
2430,Double,Marriott,Autumn,36.0,Sports Events,Friday,Medium,390.85,3905.59,999.8820432715748
2431,Deluxe,Holiday Inn,Spring,41.0,Conferences,Thursday,Medium,662.22,6503.56,1262.3485379815886
2432,Deluxe,Holiday Inn,Summer,40.0,Sports Events,Thursday,Medium,593.36,5823.94,1281.1856540932347
2433,Suite,Marriott,Summer,27.0,Festivals,Friday,Medium,668.53,4930.12,1005.456106438481
2434,Suite,Sheraton,Summer,31.0,Festivals,Saturday,Medium,591.91,6477.5,1143.9933595196078
2435,Suite,Holiday Inn,Spring,46.0,Festivals,Thursday,Low,601.72,5012.0,927.302170001138
2436,Suite,Hyatt,Spring,30.0,Sports Events,Friday,High,443.46,5541.84,604.1198575327959
2437,Deluxe,Marriott,Summer,37.0,Festivals,Friday,Medium,607.9,4775.24,1353.2134423343316
2438,Double,Holiday Inn,Summer,47.0,Conferences,Thursday,Medium,379.47,6645.23,1175.32326937076
2439,Double,Holiday Inn,Summer,61.0,Conferences,Thursday,Medium,727.06,5882.41,1291.01968046873
2440,Double,Holiday Inn,Summer,50.0,Sports Events,Friday,Medium,450.23,2131.11,785.9454010007589
2441,Double,Sheraton,Summer,32.0,Conferences,Wednesday,Low,543.41,4969.83,1122.1847720373487
2442,Double,Holiday Inn,Summer,66.0,Festivals,Friday,Medium,481.52,3297.33,969.1279553656477
2443,Suite,Holiday Inn,Summer,48.0,Conferences,Thursday,High,543.7,5368.3,955.981606126718
2444,Double,Holiday Inn,Spring,29.0,Festivals,Saturday,Medium,483.98,5374.62,762.2272506701686
2445,Double,Sheraton,Summer,10.0,Sports Events,Thursday,Medium,369.76,6938.24,814.6794658895093
2446,Suite,Sheraton,Winter,44.0,Festivals,Friday,Medium,633.66,4048.76,584.0472895287976
2447,Single,Holiday Inn,Summer,40.0,Festivals,Thursday,Medium,414.82,5421.01,895.222437858825
2448,Suite,Holiday Inn,Spring,33.0,Conferences,Wednesday,Medium,480.33,5340.8,935.3729753766656
2449,Suite,Holiday Inn,Spring,59.0,Parades,Thursday,Medium,638.7,4037.33,1028.7746041425546
2450,Deluxe,Holiday Inn,Summer,-75.0,Sports Events,Friday,Medium,409.77,4815.45,1212.208731918445
2451,Double,Holiday Inn,Summer,39.0,Conferences,Wednesday,Medium,501.28,4144.08,771.0124222809997
2452,Deluxe,Sheraton,Spring,35.0,Conferences,Wednesday,Medium,525.77,4091.99,1010.7884223852294
2453,Deluxe,Holiday Inn,Summer,45.0,Sports Events,Thursday,Medium,418.98,5352.52,972.4738070412436
2454,Suite,Marriott,Spring,8.0,Festivals,Wednesday,Medium,322.24,6349.34,757.981950571305
2455,Suite,Holiday Inn,Spring,59.0,Conferences,Friday,Medium,523.08,4864.95,1003.3052733173828
2456,Double,Holiday Inn,Spring,46.0,Parades,Friday,Medium,602.37,5818.07,1289.9151546253318
2457,Suite,Sheraton,Summer,45.0,Festivals,Wednesday,Medium,737.19,3782.77,961.6839873648734
2458,Double,Hyatt,Summer,44.0,Festivals,Friday,Medium,466.87,3009.33,1072.8056010167984
2459,Suite,Holiday Inn,Summer,22.0,Festivals,Thursday,Low,423.59,4841.39,906.5476047024858
2460,Deluxe,Holiday Inn,Summer,53.0,Festivals,Tuesday,Medium,409.78,6112.21,1027.1082786218356
2461,Suite,Sheraton,Summer,33.0,Festivals,Tuesday,Low,391.22,6767.92,924.337063387237
2462,Double,Marriott,Spring,41.0,,Thursday,Medium,425.14,4190.19,447.54836562578583
2463,Suite,Marriott,Spring,61.0,Conferences,Thursday,Medium,525.83,3980.98,868.3202949745369
2464,Double,Holiday Inn,Summer,31.0,Festivals,Wednesday,Low,704.7,4114.08,973.659832317973
2465,Suite,Marriott,Spring,41.0,Festivals,Thursday,Medium,394.61,4725.77,838.2561188338896
2466,Suite,Hilton,Summer,16.0,Festivals,Tuesday,Medium,833.69,7206.74,969.0163900644627
2467,Deluxe,Sheraton,Summer,33.0,Festivals,Friday,Medium,469.79,4907.37,1021.1532102777394
2468,Double,Marriott,Spring,72.0,Festivals,Thursday,Medium,498.78,5294.47,865.3120607463562
2469,Suite,Holiday Inn,Spring,13.0,Sports Events,Saturday,Medium,673.8,3769.92,742.7688815339515
2470,Double,Sheraton,Spring,45.0,Sports Events,Thursday,Medium,649.18,5474.56,701.3829507796504
2471,Deluxe,Sheraton,Summer,53.0,Conferences,Friday,Medium,707.25,4960.51,1451.0724765092548
2472,Suite,Marriott,Summer,52.0,Festivals,Wednesday,Medium,445.97,6450.15,1077.9664487942005
2473,Suite,Marriott,Summer,41.0,Conferences,Wednesday,Low,449.76,6034.81,1040.154138244288
2474,Suite,Holiday Inn,Winter,40.0,Festivals,Friday,Medium,584.15,4062.01,557.9390179033888
2475,Suite,Marriott,Spring,21.0,Sports Events,Thursday,Medium,567.1,5731.67,736.4184900226979
2476,Suite,Marriott,Autumn,30.0,Conferences,Thursday,Low,662.34,5797.29,1404.3707099473688
2477,Deluxe,Holiday Inn,Spring,29.0,Festivals,Monday,Low,591.18,4833.3,644.1000609877697
2478,Suite,Marriott,Spring,55.0,Sports Events,Thursday,Medium,397.4,5963.32,660.3734862504118
2479,Suite,Holiday Inn,Spring,44.0,Sports Events,Wednesday,Medium,504.07,6045.53,585.1558286395128
2480,Suite,Holiday Inn,Spring,29.0,Conferences,Thursday,Medium,277.37,5465.5,790.3420632589292
2481,Deluxe,Holiday Inn,Summer,38.0,Festivals,Wednesday,Medium,500.05,3594.07,1248.058204931072
2482,Double,Sheraton,Spring,46.0,Conferences,Thursday,Medium,477.75,4624.93,924.8153101515761
2483,Double,Holiday Inn,Spring,54.0,Festivals,Wednesday,Medium,651.34,3727.93,641.6712905528437
2484,Suite,Sheraton,Spring,37.0,Festivals,Thursday,Medium,543.3,6595.41,969.8214720277101
2485,Suite,Holiday Inn,Spring,60.0,Conferences,Thursday,Low,382.81,4687.7,1221.278955289386
2486,Deluxe,Marriott,Summer,66.0,Sports Events,Friday,Medium,477.98,3388.51,1010.6643278464195
2487,Double,Holiday Inn,Summer,66.0,Sports Events,Wednesday,Medium,508.31,2826.76,528.05425533142
2488,Suite,Marriott,Summer,32.0,Festivals,Friday,Medium,640.81,4938.03,1188.524041200112
2489,Deluxe,Marriott,Spring,31.0,Festivals,Thursday,Medium,646.4,5221.11,1060.4591885925174
2490,Suite,Sheraton,Spring,51.0,Conferences,Friday,Medium,434.84,4970.78,1134.6828686625759
2491,Double,Holiday Inn,Autumn,62.0,Festivals,Saturday,Medium,688.1,6685.14,1499.9057702635528
2492,Suite,Holiday Inn,Summer,59.0,Conferences,Friday,Medium,558.67,5985.01,1302.2957960867345
2493,Suite,Holiday Inn,Summer,47.0,Festivals,Friday,Medium,416.79,3975.22,1082.3313521209395
2494,Double,Holiday Inn,Summer,42.0,Festivals,Thursday,Medium,580.74,4670.99,845.9536007185889
2495,Double,Sheraton,Spring,70.0,Sports Events,Thursday,High,589.31,4038.02,600.9289841073631
2496,Deluxe,Holiday Inn,Spring,51.0,Festivals,Wednesday,Medium,427.7,4786.15,727.0981641046005
2497,Suite,Holiday Inn,Spring,50.0,Festivals,Saturday,Medium,458.87,4088.83,1141.902370919526
2498,Suite,Holiday Inn,Summer,43.0,Sports Events,Thursday,Medium,594.25,2569.81,895.7435821608477
2499,Deluxe,Holiday Inn,Summer,47.0,Conferences,Thursday,Medium,504.08,5274.03,1251.4627622205153
2500,Suite,Holiday Inn,Summer,59.0,Festivals,Thursday,Medium,526.34,6772.18,1145.512322581377
2501,Deluxe,Marriott,Summer,47.0,Conferences,Thursday,Low,681.88,4185.18,1510.7555155506511
2502,Double,Holiday Inn,Spring,49.0,Conferences,Friday,Medium,538.22,4148.32,708.2798666602541
2503,Deluxe,Holiday Inn,Spring,39.0,Festivals,Wednesday,Medium,144.1,3916.0,666.7531859415272
2504,Suite,Sheraton,Spring,52.0,Sports Events,Friday,Medium,337.83,3520.7,746.689008093238
2505,Suite,Sheraton,Spring,64.0,Sports Events,Friday,Medium,522.19,7216.6,1075.752493173379
2506,Suite,Holiday Inn,Spring,59.0,Sports Events,Friday,Medium,635.02,6403.59,930.7029689683309
2507,Deluxe,Holiday Inn,Spring,33.0,Conferences,Wednesday,Medium,592.22,5659.17,1085.5181104677165
2508,Suite,Marriott,Spring,31.0,Festivals,Thursday,Medium,575.78,4711.49,1002.9014355273079
2509,Suite,Holiday Inn,Spring,26.0,Sports Events,Friday,Medium,479.82,4857.36,796.0271080787013
2510,Double,Marriott,Summer,54.0,Festivals,Thursday,Low,688.55,4761.86,1049.5010244924097
2511,Deluxe,Marriott,Spring,42.0,Festivals,Thursday,Medium,726.91,4543.13,1131.8711723755846
2512,Suite,Holiday Inn,Summer,41.0,Festivals,Friday,High,468.97,7495.2,1228.172661300948
2513,Suite,Hilton,Summer,36.0,Sports Events,Thursday,Medium,510.14,5505.28,930.8515848812161
2514,Suite,Holiday Inn,Summer,57.0,Festivals,Thursday,Medium,587.92,5580.49,989.3455506736669
2515,Deluxe,Holiday Inn,Summer,70.0,Conferences,Friday,Low,466.32,4755.56,1410.3612334599252
2516,Deluxe,Holiday Inn,Winter,32.0,Festivals,Wednesday,Medium,455.84,4586.87,648.424882945512
2517,Double,Marriott,Spring,61.0,Festivals,Wednesday,Medium,566.84,5740.71,599.7996284628642
2518,Deluxe,Sheraton,Summer,28.0,Festivals,Thursday,Medium,505.57,6971.94,1160.312869946152
2519,Deluxe,Holiday Inn,Winter,77.0,Sports Events,Friday,Medium,621.4,5021.97,932.6700916448441
2520,Deluxe,Holiday Inn,Spring,31.0,Conferences,Thursday,Medium,616.57,5428.77,1218.8821055473309
2521,Suite,Holiday Inn,Summer,28.0,Festivals,Thursday,Low,551.1,4817.72,1027.5270540975255
2522,Suite,Hilton,Spring,61.0,Conferences,Thursday,Medium,318.55,5033.96,884.0882582080268
2523,Suite,Holiday Inn,Spring,54.0,Festivals,Thursday,Medium,593.02,5374.51,935.0077703985938
2524,Double,Holiday Inn,Summer,66.0,Conferences,Wednesday,Low,749.77,4175.72,1083.8925007321484
2525,Suite,Hyatt,Spring,40.0,Festivals,Saturday,Low,-626.12,5658.8,1118.3972655683651
2526,Single,Holiday Inn,Summer,49.0,Sports Events,Wednesday,Medium,584.7,5085.32,692.923788505239
2527,Double,Marriott,Spring,54.0,Festivals,Thursday,Medium,531.48,4150.38,549.6273008210101
2528,Suite,Holiday Inn,Spring,52.0,Conferences,Friday,Medium,441.89,6923.28,1017.8886507651092
2529,Suite,Holiday Inn,Summer,68.0,Festivals,Wednesday,Medium,691.99,3787.07,1135.065819728656
2530,Suite,Sheraton,Summer,39.0,Conferences,Thursday,Medium,509.91,5013.12,1210.4400151748898
2531,Deluxe,Holiday Inn,Summer,56.0,Festivals,Thursday,Medium,661.91,4841.1,1273.7698372962222
2532,Double,Holiday Inn,Summer,60.0,Festivals,Friday,Medium,432.44,5689.53,848.3650325254794
2533,Double,Holiday Inn,Summer,61.0,Festivals,Thursday,Medium,421.64,3242.36,831.1324333906525
2534,Single,Holiday Inn,Summer,53.0,Festivals,Thursday,High,753.61,3832.31,735.0930250463017
2535,Deluxe,Hilton,Spring,39.0,Conferences,Friday,Medium,842.22,6769.36,1459.0359990168731
